FILENAME,ID,TRANSCRIPT,large-v2
C010_MVQG_NEUTRO_LIBRE,C010_MVQG,"La noche recién comienza y Alberto como era, esperaba siempre los fines de semana la discoteca donde él llegaba que se lo ponía de buen humor se llamaba ni jefe ni reloj. Entró, vio a un grupo de jove de muchachas que se divertían porque un compañero llamado Mario hacía bromas. Él a lo lejos divisó a su novia llamada Elsa, ella estaba detrás de él, y él le dijo que si le gustaba la música y ella le dijo que que sí, él escuchó su canción favorita, ella le ayudó a entonarla, hacían buen equipo; ella le, ella olvidó su bolso en la silla, luego se fueron y él cansado ya se durmió. "," La noche recién comienza y Alberto, como era, esperaba siempre los fines de semana, la discoteca donde él llegaba, que se lo ponía de buen humor, se llamaba ni jefe ni reloj. Entró, vio un grupo de joven, de muchachas que se divertían porque un compañero llamado Mario se hacía bromas. Él a lo lejos, divisó a su novia llamada Elsa. Ella estaba detrás de él y él le dijo que si le gustaba la música y ella le dijo que sí. Él escuchó su canción favorita, ella le ayudó a entonarla, hacía un buen equipo. Ella olvidó su bolso en la silla. Luego se fueron y el cansado ya se durmió."
C011_JOMG_NEUTRO_LIBRE,C011_JOMG,"Alberto le encantaba  cada ocho días los fines de semana salir a divertirse con sus amigos  fue y miro el negocio de ni jefe ni reloj, entonces  salió a pasear y se fue lo más de contento, en fin, que siempre lo celebraba los fines de semana. Entonces se fue bien contento y y en el camino se encontró con sus amigos, en fin, cuando las muchachas estaban disfrutando, y con la diversión que tenían ellas, pues porque el amigo se se inventaba mucho cuentos o personajes. Bueno,  Alberto se encontró con su novia Elsa  ¿cómo fue? fue donde Mario, Mario también  también se encontró, ese era el que ellos de dede, las muchachas gozaban con lo que Mario se inventaba. Bueno, entonces a Elsa se le perdió, se le quedó el bolso en la silla donde había estado, él a saludó y bueno, de todas maneras le dijo que queque si le gustaba la música y le dijo que sí, que le encantaba. Entonces Alberto se fue y como eran tan buenos amigos, o buenos colegas, o bueno; entonces ya él se fue, la niña se fue por su bolso y Alberto se quedó dormido. "," Alberto le encantaba cada ocho días de los fines de semana salir a divertirse con sus amigos. Fue y miró el negocio de ni jefe ni reloj. Entonces salió a pasear y se fue lo más de contento, en fin, entonces, que siempre lo celebraban los fines de semana, entonces se fue bien contento y en el camino se encontró con sus amigos, en fin, cuando las muchachas estaban disfrutando y con la diversión que tenían ellas pues porque el amigo se inventaba muchos cuentos o personajes. Bueno, Alberto se encontró con su novia Elsa, ¿cómo fue? ¿Fue donde Mario? Mario también, también se encontró. Ese era el que ellos se gozaban de, de, de, las muchachas gozaban con lo que Mario se inventaba. Bueno, entonces a Elsa se le perdió, se le quedó el bolso en la silla donde había estado. Él la saludó y bueno, de todas maneras le dijo que, que, que si le gustaba la música y le dijo que sí, que le encantaba. Entonces Alberto se fue y como eran tan buenos amigos o buenos colegas o bueno, entonces ya él se fue, la niña se fue por su bolso y Alberto se quedó dormido."
C012_CTRE_NEUTRO_LIBRE,C012_CTRE,"¡Ay se me olvidó!  El viernes en la tarde Alberto  se sentía muy feliz, salió hacía la discoteca donde lo sabía que lo esperaban los amigos. Al llegar allá  se encontró, se encontró un letrero que decía ni jefe ni reloj, pues algo que le importaba y le causaba risa. Allí se encontró a su amigo Mario quien hacía reír a unas chicas;  miró hacia atrás y vio como su novia Elsa estaba sentada esperándolo, le preguntó si le gustaba la música, ella le dijo que sí, que estaba un poco cansada, él insistió y la invitó a bailar  ella le ayudó a cantar la canción  porque sabía la letra y luego regresaron a la casa donde se quedó dormido porque estaba cansado; más o menos así a grandes rasgos. "," el viernes en la tarde Alberto se sentía muy feliz y se dirigió a la discoteca donde sabía que lo esperaban los amigos al llegar allá se encontró en el que decía ni jefe ni reloj pues algo que le impactaba y le causaba risa allí se encontró a su amigo Mario quien hacía reír a unas chicas miró hacia atrás y vio como su novia Elsa estaba sentada esperándolo le preguntó si le gustaba la música ella le dijo que sí, que estaba un poco cansada, él insistió y le invitó a bailar ella le ayudó a cantar la canción porque sabía la letra y luego regresó a su casa donde se quedó dormido, estaba cansado más o menos así a grandes rasgos"
C014_MEMT_NEUTRO_LIBRE,C014_MEMT,"Era  él se llamaba Alberto ¿cierto? y y estaba como en las vacaciones y y él esto, o tenía, miró como más allá de esto y vio la la discoteca que era lo que más le gustaba a él  y entonces vio que la discoteca decía sin jefe y y sin reloj que era lo que más le gustaba a él ¿cierto? Entonces más allá vio a unas mujeres que están bailando, cantando, en fin, y vio al amigo Mario que era el que las hacía reír con sus cuantos y todo, y dentro de esas mujeres vio a la novia que se llama Elsa. Entonces él se puso, le dio calor, cansancio, mas sin embargo él fue y le dijo a ella que si le gustaba bailar pues ella estaba como ya con sueño y no quería pues como seguir, y entonces él la la entusiasmo, sonó una canción que le gustaba a él, salieron, mas sin embargo a ella como siempre se le quedaba la cartera y y entonces se pusieron a cantar los dos, hicieron buen equipo. Ya. "," ¿no? era una una estalfórica que él tenía, él se llamaba Alberto, ¿cierto? y y estaba como en las vacaciones y y en esto tenía miró como más allá esto y vio la la discoteca que era lo que y entonces eh vio que la discoteca decía sin jefe y y sin reloj que era lo que más le gustaba a él, ¿cierto? Entonces, más allá vio a unas mujeres que estaban bailando, cantando, en fin, y vio al amigo Mario que era el que les hacía reír con sus cuentos y todo y dentro de esas mujeres vio a la novia que se llamaba Elsa. Entonces, él se puso le dio calor y cansancio, mas sin embargo, él fue y le dijo a ella que si le gustaba bailar, o sea, entonces, ella estaba como ya con sueño y no quería pues como seguir y entonces entonces la la entusiasmo sonó una canción que le gustaba a él, salieron, mas sin embargo a ella como siempre se le quedó la cartera y entonces se pusieron a cantar los dos, hicieron un buen equipo"
C015_HJOL_NEUTRO_LIBRE,C015_HJOL,"Sábado por la tarde, Alberto ¡que rico los fines de semana! se dirigía donde sus amigos que lo esperaban la discoteca: ni ni jefe ni reloj; ya adentro se sin en la discoteca sintió calo, se sintió sudoroso, su amigo Mario se encontraba al lado del bar con unas muchachas contándoles cosas que las hacía reír. Ya Alberto reconoció a su novia Elsa, y la llamo para que lo acompañara a bailar y lo acompañara a cantar su canción preferida y Elsa lo acompañó y ya. Se quedaron, y Elsa olvidó su cartera encima del de la silla y ya se fueron y y él se quedó dormido de lo cansado que iba. "," Sábado por la tarde, Alberto, que rico, los fines de semana. Se diría a un de sus amigos que lo esperaban en la discoteca. Ni jefe ni reloj. Ya adentro, en la discoteca sintió calor, se sintió sudoroso. Su amigo Mario se encontraba al lado del bar con unas muchachas contándoles cosas que las hacía reír. Ya Alberto reconoció a su novia Elsa y la llamó para que lo acompañara a bailar, acompañara a cantar su canción preferida. Elsa lo acompañó y ya se quedaron, Elsa volvió su cartera encima de la silla y ya se fueron. Y él se quedó dormido de lo cansado que iba."
C016_EALE_NEUTRO_LIBRE,C016_EALE,"Bueno, al empezar, al empezar una noche como muy de como muy muy estresante, Alberto decidió salir como a hacia hacia a encontrarse con unos amigos a la discoteca, él cruzó la, al cruzar la calle vio un un sintió un un rayo de de luz que lo incomodó, lo puso sudoroso y todas esas cosas. Entonces ya yaya al regresar a, encontró unas unas amigas que querían como divertirse como bailar y ahí estaba con las amigas un muchacho Mario que hacía toda clase de de, imitaba personajes para hacerlos hacerlos divertir, hacerlo gozar. Entonces, ya por allá al fondo de la discoteca ya Juan encontró vio por allá desde lejos a su novia Elsa donde era pues muy fiel, y muy fiel y de todo entonces empezó allá ya Juan Juan, empe Alberto invitó a Elsa a bailar y y a disfrutar y a disfrutar y Elsa dijo que no que ella tenía que, que ella estaba muy cansada pero de todas maneras sacó ánimos y se quedó con bailando con Juan y esc y sonó una canción que le gustaba mucho a aa Alberto y entonces, él no, él le gustaba mucho pero no la recordaba mucho, entonces ya Elsa le ayudó a, la hizo como el dúo ahí, y lo ayudó como a recor a a cantar la canción y ya Elsa al llegar a casa recordar su su cansancio, sudoración se quedó dormida. "," Bueno, al empezar una noche como muy estresante, Alberto decidió salir como hacia encontrarse con unos amigos a la discoteca, al cruzar la calle sintió un rayo de luz que lo incomodó, lo puso sudoroso y todas las cosas, entonces ya al regresar del fondo es donde escuchó el rayo, encontró unas amigas que querían como divertirse, como bailar y ahí estaba con amigas un muchacho Mario que hacía toda clase de, imitaba personajes para hacerlos divertir, hacerlos gozar, entonces ya por allá al fondo de la discoteca ya Juan encontró, envió por allá desde lejos a su novia Elsa, donde era pues muy fiel y de todo, entonces empezó ahí a Juan, Alberto invitó a Elsa a bailar y a disfrutar y Elsa dijo que no, Elsa tenía, que estaba muy cansada pero de todas maneras sacó ánimos y se quedó bailando con Juan y sonó una canción que le gustaba mucho a Alberto y entonces, a él no le gustaba mucho pero no la recordaba mucho, entonces ya Elsa la ayudó a, la hizo como el dúo y la ayudaba como a recordar, a cantar la canción y ya Elsa al regresar de la casa a recordar su cansancio y su duración se quedó dormida."
C017_JMLC_NEUTRO_LIBRE,C017_JMLC,"Que Alberto estaba cerca de una discoteca, se fue para allá, él quería encontrarse sin jefe, sin reloj, llegó a la discoteca, entró, se sintió sudoroso; al ver el bar había unas muchachas escuchando un joven que recordaba personajes, Mario, él las hacía reír. Y él iba a encontrarse con su novia Elsa. Elsa estaba sentada en una silla, él antes de llegar donde Elsa le preguntó que si le gustaba la música, luego él la acompañó a que bailaran, ella se encontraba con sueño pero sin embargo se fueron a bailar, ella dejó el bolso en la silla, bailaron, él escuchó su canción favorita ella se la ayudó a recordar, luego cuando se fueron para la casa ella se quedó dormida. "," texto neutro JMLC, recuerdo inmediato, cuéntenme que recuerdo le cuento. Que Alberto estaba cerca de una discoteca, se fue para allá, él quería encontrarse sin jefe, sin reloj, llegó a la discoteca, entró, se sintió sudoroso, al pie del bar estaban muchas chicas escuchando a un joven que recordaba personajes, Mario, él les hacía reír y él iba a encontrarse con su novia Elsa, Elsa estaba sentada en una silla, él antes de llegar donde Elsa le preguntó que si le gustaba la música, luego él la acompañó a que bailaran, ella se encontraba con sueño pero sin embargo se fueron a bailar, ella dejó el bolso en la silla, bailaron, él escuchó su canción favorita, ella se lo ayudó a recordar, luego cuando se fueron para la casa ella se quedó dormida."
C018_FMDV_NEUTRO_LIBRE,C018_FMDV,"Era, iba a ser de noche ya del sábado, el momento en el que Alberto le gustaba la, el fin de semana, porque la discoteca estaba cerquita; al cruzar la calle vio el letrero que decía ni reloj, ni jefe ni reloj y al le gustaba mucho, lo ponía de muy bien humor. Cuando entró sintió ahí mismo como como calor, vio a un lado a unas muchas con el amigo Mario que hacían muchas bromas y muchos personajes; al fondo vio a su novia Elsa, y cuando se acercó le preguntó que si le gustaba la música, ella le dijo que que sí por supuesto, y si le gustaba la canción que escuchaban y ella lo acom lo acompañó a cantar. Y ya estaba, cuando salieron, creo, él llegó a la casa muy sudoroso muy cansado y se acostó. "," Era, iba a ser de noche ya del sábado, el momento en el que a Alberto le gustaba el fin de semana, porque la discoteca estaba cerquita, al cruzar la calle, vio el letrero que decía ni reloj, ni jefe ni reloj, y a él le gustaba mucho, lo ponía de muy buen humor. Cuando entró sintió ahí mismo como calor, vio a un lado unas muchachas con el amigo Mario, que hacía muchas bromas y muchos personajes, al fondo vio a su novia Elsa, y cuando se acercó le preguntó que si le gustaba la música, y ella le dijo que sí por supuesto, y si le gustaba la canción que escuchaban, y ella lo acompañó a cantar. Y ya sabe, cuando salieron, cree, él llegó a la casa muy sudoroso, muy cansado y se acostó."
C019_AEG_NEUTRO_LIBRE,C019_AEG,"Bueno. Recién comenzaba la noche  cerca quedaba una discoteca  ni jefe ni reloj. Mario al entrar sintió calor, al fondo vio a unos amigos,  Mario, y a su novia Elsa compartieron una unos un compar, compartieron un rato de ahí la invitó a bailar a Elsa se le olvidó el bolso; salieron a compartir a bailar, y y de ahí sudoroso él y cansados se fueron para la casa. "," Bueno, recién comenzaba la noche. Cerca quedaba una discoteca, ni jefe ni reloj. Mario al entrar sintió calor. Al fondo vio a unos amigos, Mario, y a su novia Elsa. Compartieron un rato. De ahí le invitó a bailar. A Elsa se le olvidó el bolso. Salieron a compartir, a bailar, y de ahí sudoroso él y cansados se fueron para la casa."
C020_JEG_NEUTRO_LIBRE,C020_JEG,"Era de noche cuando Alberto salía estaba eufórico y entonces se se sintió contento porque era el fin de se el fin de semana; automáticamente lo esperan unos amigos al frente de la calle, el lugar decía el lugar de decía ni jefe ni trabajo, al llegar a la al bar se encontró con muchos amigos, había una cantidad de muchachas adentro y al fondo y se encontraba con su amigo Mario. Se encontró al fondo también eufórico y estaba todo sudoroso, encontró a su novia Elsa que estaba al fondo de del bar, ella estaba adormilada y se enco y sonaba en ese momento la música que le gustaba a Alberto, Alberto invitó a su novia Elsa a bailar, ella estaba entre dormida y al mismo tiempo le lele ayudó Elsa a cantar el disco que le gustaba a Alberto, al término de dede estar deletreando su música, Elsa quedó dormida. "," ¿Cuándo fue el día de la fiesta? Juegos. Era noche cuando Alberto salía, estaba eufórico. Y entonces se sintió contento porque era el fin de semana. Automáticamente lo esperaban unos amigos al frente de la calle. El lugar decía, ni jefe ni trabajo. Al llegar al bar se encontró con muchos amigos. Había una cantidad de muchachas adentro. Y se encontraba con su amigo Mario. Se encontró al fondo también, eufórico, estaba todo sudoroso. Encontró a su novia Elsa, que estaba al fondo del par. Ella estaba adormilada. Y sonaba en ese momento la música que le gustaba Alberto. Alberto invitó a su novia Elsa a bailar. Ella estaba entredormida. Y al mismo tiempo le ayudó Elsa a cantar el disco que le gustaba Alberto. Al término de estar deletreando su música, Elsa quedó dormida."
C021_GDGR_NEUTRO_LIBRE,C021_GDGR,"Bueno, este cuento trata sobre Alberto que estaba eufórico y cuando vio las luces reconoció la discoteca, el nombre de la discoteca era ni jefe ni calor él entró a la discoteca, las luces lo encandilaron se sintió sudoroso. Al lado de la del bar se encontraba su amigo Mario con un grupo de chicas las cuales se reían de todas las historias y los personajes que inventaba Mario. Cuando Alberto estaba en la discoteca reconoció a su novia Elsa y desde atrás le dijo que si le gustaba la música, ella le dijo por supuesto, entonces él le dijo que lo acompañara a la pista ella, como siempre olvidadiza, dejó su bolso en la silla lo recogió y lo acompañó a la pista y lo ayudó a, y en ese momento sonó la canción que a él le gustaba, Elsa le ayudó a recordar la letra y la cantaron juntos. Ya después se Alberto se retiró de la discoteca cansancio y su, con cansancio y sudoroso se sintió agotado y se quedó dormido. "," Bueno, este cuento trata sobre Alberto que estaba eufórico y cuando vio las luces reconoció la discoteca, el nombre de la discoteca era Ni Jefe Ni Calor. Él entró a la discoteca, las luces lo encandillaron, se sintió sudoroso. Al lado del bar se encontraba su amigo Mario con un grupo de chicas las cuales se reían de todas las historias y los personajes que inventaba Mario. Cuando Alberto estaba en la discoteca reconoció a su novia Elsa y desde atrás le dijo que si le gustaba la música, ella le dijo por supuesto. Entonces, él le dijo que lo acompañara a la pista. Ella, como siempre, olvidadiza, dejó su bolso en una silla, lo recogió y lo acompañó a la pista y en ese momento sonó la canción que a él le gustaba. Elsa le ayudó a recordar la letra y la cantaron juntos. Ya después Alberto se retiró de la discoteca con cansancio y sudoroso. Se sintió agotado y se quedó dormido."
C023_LGMV_NEUTRO_LIBRE,C023_LGMV,"Alberto invitó a la novia a oír su música allá, entonces llegando a la discoteca le encandiló la luz para entrar a la a la discoteca; se entraron a la discoteca donde encontraron numerosos amigos en la discoteca. Luego estuvieron allá y le dijo cuál era la canción que iban a escuchar que le gustaba mucho, entonces de estar al rato de estar allá todos preguntaban por por él, luego cuando fueron a salir a ella se le olvidó la billetera. Se fueron a dormir. "," Alberto invitó a la novia a la discoteca a oír su música entonces llegando a la discoteca la encandiló la luz para entrar a la discoteca se entraron a la discoteca donde encontraron un numeroso de sus amigos luego estuvieron allá y le dijo cual era la canción que iban a escuchar que le gustaba mucho entonces de estar al rato, de estar allá, todos preguntaban por él luego cuando fueron a salir, a ella le olvidó la billetera para que te cuentes se fueron a dormir"
C024_JAVB_NEUTRO_LIBRE,C024_JAVB,"Bueno, Alberto se fue para donde los amigos el fin de semana, cuando llego a la discoteca, los amigos lo estaban esperando, entonces él eufórico entró y conversó con ellos. Él estaba sea ver, él llamó, estaba, entre toda la gente que había ahí encontró a la novia entonces la llamó entonces la se, la novia vino donde él y él eufóricamente se puso a cantar la canción favorita de él y la novia le ayudó a recordar la letra de la canción. La novia cuando se paró dejó la cartera en la en la silla, después cuando cuando ya habían terminado ya él, él estaba todo sudoroso entonces ya se fue para casa, se acostó a dormir porque estaba sudoroso y se quedó dormido. "," Bueno, Alberto se fue para donde los amigos el fin de semana. Cuando llegó a la discoteca, los amigos lo estaban esperando. Entonces, el eufórico entró y conversó con ellos. Él estaba... A ver, él llamó, estaba entre toda la gente que había ahí, encontró a la novia. Entonces la llamó, entonces la novia vino donde él. Y él, eufóricamente, se puso a cantar la canción favorita de él. Y la novia le ayudó a recordar la letra de la canción. La novia cuando se paró, dejó la cartera en la silla. Después, cuando... Cuando ya habían terminado, él estaba todo sudoroso. Entonces ya se fue para la casa. Se acostó a dormir porque estaba sudoroso y se quedó dormido."
C025_IGHL_NEUTRO_LIBRE,C025_IGHL,"¿Ya? Bueno. Que Alberto salió, Alberto salió ¿qué? A la calle sería, ¡Ay, ay no! Bueno, salió a descansar sería, cuando iba por la calle pasó por la discoteca y entró y allí se encontró a su amiga Elsa, él la invitó a que escucharan la música y y afueran habían unas amigas que con que se divertían cuando este muchacho Mario hacia imitaciones ¿sí, sería? Y y ellos se y ellas se divertían con él. A la final esta Elsa tenía mucho sueño y Alberto le insistía para que escucharan la música y al fin ella cedió, la escucharon, ella inclusive le recordó la letra del del disco y luego se fueron, se fueron, ya. "," Ya, bueno, Alberto salió a la calle ese día, ay no, bueno salió a descansar ese día, cuando salió a por la calle, pasó por la discoteca y entró y allí se encontraba su amiga Elsa, él la invitó a que escucharan la música y afuera habían unas amigas que se divertían cuando este muchacho Mario hacía imitaciones, si, y ellos se, ellas se divertían con él, a la final esta Elsa tenía mucho sueño y Alberto le insistía para que escucharan la música y al fin ella cedió, la escucharon, ella inclusive le recordó la letra del disco y luego se fueron, se fueron ya."
C026_JEPM_NEUTRO_LIBRE,C026_JEPM,"Bueno, en una noche Alberto decide ir a una discoteca, que están allí sus amigo, la discoteca creo que se llama ni jefe ni reloj; allí está su novia que se llama Elsa y amigo no recuerdo el nombre, estaba con un grupo de mujeres y era muy gracioso porque las hacía reír. Por supuesto que a Alberto le gustaba mucho la música, cuando fueron a salir de la discoteca Elsa se olvidó la cartera y tuvieron que regresar por ella. Ya. "," Bueno, en una noche Alberto decide ir a una discoteca que están allí sus amigos. Una discoteca creo que se llama Ni Jefe Ni Reloj. Allí está su novia, que se llama Elsa, y su amigo... no recuerdo el nombre... Estaba con un grupo de mujeres y era muy gracioso porque las hacía reír. Por supuesto que a Alberto le gustaba mucho la música. Cuando fueron a salir de la discoteca Elsa se olvidó la cartera y tuvieron que regresar por ella."
C028_JRE_NEUTRO_LIBRE,C028_JRE,"Es la historia de de un tipo que esperaba con mucho ahínco el fin de semana porque se encontraba con frecuencia con sus amigos a afarriar, legó el fin de semana y con mucho entusiasmo salió a encontrarse con ellos, sus amigos eran, un amigo de nombre Mario y la novia de de Alberto, de nombre Elsa. Se fue a la discoteca que estaba cerquita, su cerquita a unas cuadra de donde de donde él salía, se fue hacia allí. Al llegar a la discoteca lo, entró y había mucha gente; lo deslumbraron las luces, entró, vio a su amigo Mario y al fondo, con mucha gente estaban de fiesta, en en la discoteca. Al fondo vio a su novia, la llamó, la llamó para que para para estar con ella, se acercó, le preguntó que si quería bailar que si le gustaba la música y que bailar, ella ella le dijo que sí que por supuesto; entonces le preguntó que si le gustaba, que sí que le gustaba aunque la muchacha estaba con mucho sueño, acep pues él le insistió para que saliera a bailar a la pista, salieron a bailar. Alberto escuchó su canción favorita, la novia como muy buena amiga dicen que que le ayudó a recordar la letra, bailaron, pasaron pues fue una fue una un, bailaron muy buen mucho, se pasaron rico muy sabroso, terminada la fiesta salió para su casa y y agotado el hombre se quedó dormido, en su cama. "," ¿Cuál es la historia de Mario? ¿Puede conocer? Eh... La historia de un tipo que esperaba con mucho ahí con el fin de semana porque se encontraba con frecuencia con sus amigos a barbear y con el fin de semana y con mucho entusiasmo salió a encontrarse con ellos sus amigos eran un amigo de nombre Mario y la novia de Alberto que de nombre Elsa se fue a la discoteca que estaba cerquita, unas cuadras de donde él salía salió hacia allí, al llegar a la discoteca entró y había mucha gente lo deslumbraron las luces, entró, vio a su amigo Mario y al fondo con mucha gente estaban de fiesta en la discoteca, al fondo vio a su novia, la llamó la llamó para estar con ella, se acercó, le preguntó que si quería bailar que si le gustaba la música y que si quería bailar, ella le dijo que sí, que por supuesto entonces le preguntó que si le gustaba y le dijo que sí, que si le gustaba aunque la muchacha estaba con mucho sueño, le insistió para que salieran a bailar a la pista salieron a bailar, Alberto escuchó su canción favorita, la novia como muy buena amiga también que le ayudó a recordar la letra, bailaron, pasaron, bailaron muy buen mucho se pasaron muy rico, muy sabroso, terminara la fiesta, salió para su casa y agotado el hombre se quedó dormido en su cama"
C029_PSGL_NEUTRO_LIBRE,C029_PSGL,"El reloj, a ver. A ver, era un fin de semana, Alberto salía era un fin de, a ver. A ver se trat, era un muchacho pues como que no salía, sino que gracias a mi dios como que era un fin de semana para él, Alber se llama el pelado se llamaba Alerto y siempre iban a como a una discoteca qued que quedaba como que en el parque; la discoteca tenía un letrero que decía ni fiel ni jefe y cuando entró a la discoteca vio que las luces eh encandilaban pues encandilaban, si se decía encandilaban y encontró a un amigo suyo llamado Mario que estaba alrededor de unas much de unas muj  muchachas que se reían como que de las bromas que él estaba haciendo;  y entre de esas estaba como que estaba su amiga o su novia, llamada creo que se llamaba Elsa, cuando se encontraron él le dijo que si lo acompañaba a bailar pero ella como que tenía mucho sueño, de todas maneras se paró, se paró y al dejar al pararse de verdad se dio cuenta que había dejado la cartera en el en el donde estaban sentados, luego tocaron como una canción como favorita de él y le y como que entre los dos la cantaron la tararearon y ya luego de terminar salieron, eso es lo que, que salieron. "," Mi reloj, a ver. ¿Listo? A ver, era un fin de semana. Alberto salía... A ver, era un fin de... a ver. Cuéntelo con sus palabras. A ver, era un muchacho pues como que no salía sino que gracias a mi Dios como que era un fin de semana para él. Al ver, el pelado se llamaba Alberto y siempre iban a como una discoteca que quedaba como que en el parque. La discoteca tenía un letero que decía ni fiel ni jefe. Y cuando entró a la discoteca, vio que las luces escandilaban, pues sí escandilaban, sí se escandilaban. Y encontró también a un amigo suyo llamado Mario que estaba alrededor de unas muchachas que se reían como que de las bromas que él estaba haciendo. Y entre esas como que estaba su amiga o su novia llamada creo que se llamaba Elsa. Cuando se encontraron, él le dijo que si lo acompañaba a bailar, pero ella como que tenía mucho sueño. De todas maneras se paró y al pararse del rat se dio cuenta que había dejado la cartera en el... donde estaban sentados. Luego tocaron como una canción como favorita de él y como que entre los dos la cantaron, la talarearon. Y ya luego de terminar salieron, eso es lo que le salieron."
C030_LMLR_NEUTRO_LIBRE,C030_LMLR,"Llegaba la noche, Alberto quería salir a disfrutar un rato después del trabajo, cruzó la calle hacía un discoteca que había cerca, la discoteca se llamaba ni jefe ni reloj, se sintió muy contento. Cuando entró tenía mucho calor, mucho sofoco, encontró unos amigos que estaban allí listos disfrutando en el bar, se acercó a ellos y allí habló con uno de sus amigos llamado Mario. Luego mirando hacia otro lugar encontró a su novia que se llamaba Elsa, la saludó y la invitó a disfrutar bailando Elsa estaba cansada pero no obstante le dio que sí, que le gustaba la música y y el baile, empezaron a bailar, estuvieron allí un rato; luego terminaron la fiesta y se fue a casa y se quedó dormido. "," Llegaba la noche. Alberto quería salir a disfrutar un rato después del trabajo. Cruzó la calle hacia una discoteca que había cerca. La discoteca se llamaba Ni Jefe Ni Reloj. Se sintió muy contento. Cuando entró, tenía mucho calor, mucho sofoco. Encontró unos amigos que estaban allí listos disfrutando en el bar. Se acercó a ellos y allí habló con uno de sus amigos llamado Mario. Luego, mirando hacia otro lugar, encontró a su novia que se llamaba Elsa. La saludó y la invitó a disfrutar bailando. Elsa estaba cansada, pero no obstante, le dijo que sí, que le gustaba la música y el baile. Empezaron a bailar, estuvieron allí un rato, luego terminaron la fiesta y se fue a la casa y se quedó dormido."
C031_RALR_NEUTRO_LIBRE,C031_RALR,"Era el fin de semana, el momento más alegre de Alberto, él iba para la discoteca que estaba pocas cuadras, donde lo esperaban sus amigos para disfrutar; al cruzar la calle leyó el cartel de la discoteca que siempre lo ponía de buen humor, decía: sin reloj y sin jefe. Allí al entrar en la discoteca la luz lo lolo encandiló y sintió mucho calor; vio a un grupo de mujeres que reían y disfrutan de las historias y de los personajes que inventaba Mario. Allí vio en una silla sentada a su novia Elsa que lo esperaba, llegó por detrás donde ella y le le la invitó a ir a la pista, aunque Elsa tenía mucho sueño aceptó y se olvidó de la de su cartera en la silla; fueron a la pista y allí escuchó Alberto su canción favorita y Elsa le ayudó a recordar la letra. Terminaron, salieron de la discoteca. Mario, Alberto estaba muy sudoroso y cansado, y se fue a dormir. "," Era el fin de semana, el momento más alegre de Alberto. Iba para la discoteca que estaba a pocas cuadras donde lo esperaban sus amigos para disfrutar. Al cruzar la calle leyó el cartel de la discoteca que siempre lo ponía de buen humor. Decía, sin reloj y sin jefe. Allí, al entrar a la discoteca, la luz lo encandiló y sintió mucho calor. Vio a un grupo de mujeres que reían y disfrutaban de las historias y de los personajes que inventaba Mario. Allí vio en una silla sentada a su novia Elsa que lo esperaba. Llegó por detrás donde ella y la invitó a ir a la pista. Aunque Elsa tenía mucho sueño, aceptó y se olvidó de su cartera en la silla. Fueron a la pista y allí escuchó a Alberto su canción favorita y Elsa le ayudó a recordar la letra. Terminaron, salieron de la discoteca y Mario Alberto estaba muy sudoroso y cansado y se fue a dormir."
C032_LFMG_NEUTRO_LIBRE,C032_LFMG,"La noche recién comenzaba, Alberto estaba eufórico gracias por los fines de semana, se dirigió a la discoteca que se encontraba a pocas cuadras; la discoteca tiene un nombre en un cartel, se llamaba ni jefe ni reloj. Al ingresar se encontraba con mucho calor y sudoroso, estaban los amigos en el fondo, habían unas muchachas escuchando las ocurrencias de su amigo Mario, estaba; además vio a su novia que estaba sentada, se acercó le pregunto que si sí le gustaba la música ella le dijo: por supuesto. Él la invito a acompañarlo a la pista, ella accedió, olvidó su bolso, ella el ayudó a recordar el nombre de la canción, hacía un buen equipo. Alberto llegó a la casa con, cansado y sudoroso y se durmió enseguida. "," La noche recién comenzaba, Alberto estaba eufórico, gracias por los fines de semana, se dirigió a la discoteca que se encontraba a pocas cuadras, la discoteca tenía un nombre en un cartel, se llamaba Ni Jefe Ni Reloj, al ingresar se encontraba con mucho calor y sudoroso, estaban los amigos en el fondo, habían unas muchachas escuchando las ocurrencias de su amigo Mario, además vio a su novia que estaba sentada, se acercó, le preguntó que si le gustaba la música, ella le dijo por supuesto, él la invitó a acompañarlo a la pista, ella accedió, olvidó su bolso, ella le ayudó a recordar el nombre de la canción, hacían un buen equipo, Alberto llegó a la casa cansado y sudoroso y se durmió enseguida."
